customerID,Churn,account.Contract,account.PaymentMethod,internet.InternetService,customer.tenure,account.MonthlyCharges,account.TotalCharges,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling
3070-DVEYC,Yes,Month-to-month,Mailed check,Fiber optic,7,73.75,545.15,Male,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
3070-FNFZQ,No,Two year,Bank transfer (automatic),No,23,20.4,478.75,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3071-MVJCD,No,Two year,Bank transfer (automatic),DSL,72,82.3,5815.15,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3071-VBYPO,No,Month-to-month,Electronic check,Fiber optic,3,89.85,248.4,Male,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
3074-GQWYX,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,5,75.9,357.75,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
3077-RSNTJ,No,Month-to-month,Mailed check,No,6,19.7,113.5,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3078-NDXXG,,Month-to-month,Mailed check,DSL,44,50.15,2139.1,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
3078-ZKNTS,No,Two year,Bank transfer (automatic),No,13,19.75,246.7,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3079-BCHLN,No,One year,Bank transfer (automatic),No,47,19.9,942.95,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3082-VQXNH,No,Month-to-month,Credit card (automatic),DSL,3,29.8,94.4,Male,No,Yes,No,No,No phone service,No,Yes,No,No,No,No,No
3082-WQRVY,No,One year,Mailed check,No,14,19.65,228.65,Male,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3082-YVEKW,No,Two year,Bank transfer (automatic),DSL,23,77.15,1759.4,Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
3084-DOWLE,No,Two year,Bank transfer (automatic),DSL,72,92.0,6474.4,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3085-QUOZK,Yes,Month-to-month,Mailed check,DSL,1,43.95,43.95,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
3086-RUCRN,No,Month-to-month,Bank transfer (automatic),Fiber optic,66,103.1,6595.0,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3088-FVYWK,No,Two year,Credit card (automatic),No,53,25.55,1336.1,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3088-LHEFH,No,Month-to-month,Bank transfer (automatic),Fiber optic,11,79.0,929.3,Female,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
3090-HAWSU,Yes,Two year,Credit card (automatic),Fiber optic,61,111.6,6876.05,Male,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3090-LETTY,No,Month-to-month,Bank transfer (automatic),DSL,2,60.95,134.6,Male,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
3090-QFUVD,No,Month-to-month,Credit card (automatic),No,1,20.3,20.3,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3091-FYHKI,Yes,Month-to-month,Electronic check,DSL,1,35.45,35.45,Male,No,No,No,No,No phone service,No,No,No,No,No,Yes,Yes
3092-IGHWF,Yes,One year,Electronic check,Fiber optic,67,87.4,5918.8,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
3094-JOJAI,No,Month-to-month,Mailed check,Fiber optic,18,74.15,1387.0,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3096-GKWEB,No,Month-to-month,Electronic check,Fiber optic,18,94.75,1691.9,Male,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
3096-IZETN,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,12,78.1,947.3,Female,No,No,No,Yes,No,No,No,No,No,No,Yes,No
3096-JRDSO,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,27,104.3,2867.75,Female,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3096-WPXBT,No,One year,Credit card (automatic),Fiber optic,61,100.7,6018.65,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
3096-YXENJ,No,Two year,Bank transfer (automatic),Fiber optic,65,107.65,7082.85,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3097-FQTVJ,No,Two year,Mailed check,No,41,20.0,810.3,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3097-IDVPU,No,Month-to-month,Credit card (automatic),DSL,19,50.1,910.45,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
3097-NNSPB,Yes,Month-to-month,Credit card (automatic),DSL,2,49.05,91.1,Female,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
3097-NQYSN,Yes,Month-to-month,Mailed check,Fiber optic,2,86.85,156.35,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
3097-PYWXL,No,Month-to-month,Electronic check,No,4,19.95,82.9,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3099-OONVS,No,Month-to-month,Electronic check,DSL,25,54.3,1296.8,Male,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
3104-OWCGK,Yes,One year,Electronic check,Fiber optic,60,90.95,5453.4,Male,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
3106-ULWFW,Yes,Month-to-month,Credit card (automatic),Fiber optic,8,85.2,627.4,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes
3108-PCCGG,No,Two year,Credit card (automatic),DSL,72,84.45,5899.85,Male,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
3113-IWHLC,No,Month-to-month,Mailed check,DSL,5,55.8,274.35,Male,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes
3115-CZMZD,No,Two year,Mailed check,No,0,20.25,,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3115-JPJDD,No,One year,Credit card (automatic),Fiber optic,59,81.25,4639.45,Female,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes
3118-UHVVQ,No,Two year,Credit card (automatic),No,68,25.8,1911.5,Female,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3120-FAZKD,No,Two year,Bank transfer (automatic),No,54,24.05,1230.9,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3125-RAHBV,No,One year,Credit card (automatic),No,22,20.3,467.15,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3126-WQMGH,No,Month-to-month,Credit card (automatic),DSL,49,52.15,2583.75,Female,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes
3128-YOVTD,No,Month-to-month,Bank transfer (automatic),Fiber optic,51,79.15,4018.55,Female,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes
3129-AAQOU,No,Two year,Mailed check,No,19,25.6,485.9,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3130-ICDUP,No,Month-to-month,Credit card (automatic),Fiber optic,2,80.55,188.1,Female,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
3131-NWVFJ,No,One year,Mailed check,No,14,19.55,294.5,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3132-TVFDZ,Yes,Month-to-month,Electronic check,DSL,57,44.85,2572.95,Male,Yes,Yes,No,No,No phone service,No,No,No,No,Yes,Yes,Yes
3133-PZNSR,No,Two year,Credit card (automatic),Fiber optic,72,97.75,6991.6,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
3134-DSHVC,No,Two year,Credit card (automatic),Fiber optic,63,98.0,6218.45,Female,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
3134-JCVOE,,Month-to-month,Mailed check,DSL,3,29.2,98.5,Female,No,No,No,No,No phone service,No,Yes,No,No,No,No,No
3137-LUPIX,No,Month-to-month,Mailed check,DSL,4,64.4,253.0,Female,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
3137-NYQQI,No,One year,Mailed check,DSL,17,64.8,1175.6,Male,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No
3138-BKYAV,Yes,Month-to-month,Electronic check,Fiber optic,6,85.35,489.45,Male,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes
3143-ILDAL,Yes,Month-to-month,Electronic check,Fiber optic,56,94.45,5124.6,Male,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
3143-JQEGI,Yes,Month-to-month,Electronic check,Fiber optic,13,88.35,1222.8,Female,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No
3144-AUDBS,Yes,Month-to-month,Electronic check,DSL,6,49.15,270.8,Female,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes
3144-KMTWZ,No,Month-to-month,Bank transfer (automatic),Fiber optic,71,93.25,6669.45,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
3146-JTQHR,No,One year,Bank transfer (automatic),No,10,19.6,189.45,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3146-MSEGF,No,Two year,Credit card (automatic),DSL,72,88.05,6425.65,Female,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3148-AOIQT,No,Two year,Credit card (automatic),No,69,24.95,1718.35,Female,No,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3148-BLQJT,Yes,Month-to-month,Mailed check,No,1,20.1,20.1,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3154-CFSZG,No,Month-to-month,Electronic check,Fiber optic,47,90.05,4137.2,Male,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No
3154-HMWUU,No,Two year,Bank transfer (automatic),No,60,20.5,1198.8,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3156-QLHBO,No,Month-to-month,Mailed check,No,2,19.25,48.35,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3158-MOERK,Yes,Month-to-month,Electronic check,Fiber optic,2,96.0,174.8,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
3160-TYXLT,No,Month-to-month,Bank transfer (automatic),DSL,53,46.3,2546.85,Male,No,No,No,No,No phone service,Yes,Yes,No,No,No,Yes,Yes
3161-GETRM,No,Month-to-month,Credit card (automatic),Fiber optic,34,90.05,3097.0,Male,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes
3161-ONRWK,No,One year,Bank transfer (automatic),DSL,60,65.85,3928.3,Male,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
3161-PJNCN,,Two year,Bank transfer (automatic),No,67,20.05,1263.05,Female,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3162-KKZXO,No,One year,Electronic check,Fiber optic,55,100.15,5409.75,Female,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes
3162-ZJZFU,No,Month-to-month,Electronic check,Fiber optic,53,92.55,4779.45,Male,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
3164-AALRN,Yes,One year,Mailed check,DSL,5,70.0,347.4,Male,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
3164-YAXFY,No,Month-to-month,Electronic check,DSL,57,53.75,3196.0,Male,No,No,No,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes
3165-HDOEW,Yes,Month-to-month,Mailed check,DSL,1,45.85,45.85,Male,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
3166-PNEOF,No,Two year,Credit card (automatic),DSL,61,86.45,5175.3,Female,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
3167-SNQPL,No,Month-to-month,Electronic check,Fiber optic,38,101.15,3741.85,Male,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
3170-GWYKC,No,Month-to-month,Bank transfer (automatic),Fiber optic,60,104.95,6236.75,Female,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
3170-NMYVV,No,Two year,Bank transfer (automatic),No,50,20.15,930.9,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3173-NVMPX,No,Month-to-month,Mailed check,DSL,9,55.3,501.2,Female,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes
3173-WSSUE,No,Two year,Credit card (automatic),No,71,19.7,1415.85,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3174-AKMAS,No,Two year,Credit card (automatic),DSL,46,64.2,3009.5,Female,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes
3174-RKMOW,No,Month-to-month,Electronic check,Fiber optic,35,109.95,3782.4,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3177-LASXD,Yes,Month-to-month,Electronic check,Fiber optic,1,71.35,71.35,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
3178-CIFOT,No,One year,Credit card (automatic),No,23,19.65,478.1,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3178-FESZO,Yes,Month-to-month,Credit card (automatic),Fiber optic,1,100.25,100.25,Female,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
3179-GBRWV,No,Month-to-month,Bank transfer (automatic),DSL,21,64.95,1339.8,Male,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes
3181-MIZBN,No,Month-to-month,Electronic check,No,16,19.75,313.4,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3181-VTHOE,No,One year,Bank transfer (automatic),DSL,70,51.05,3635.15,Male,No,Yes,No,No,No phone service,No,Yes,Yes,Yes,No,Yes,Yes
3186-AJIEK,No,Two year,Bank transfer (automatic),Fiber optic,66,105.65,6844.5,Male,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
3186-BAXNB,Yes,Month-to-month,Electronic check,Fiber optic,1,91.7,91.7,Female,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
3190-FZATL,No,Month-to-month,Mailed check,No,14,19.95,268.4,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3190-ITQXP,No,Two year,Bank transfer (automatic),No,46,20.25,890.35,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3190-XFANI,Yes,One year,Bank transfer (automatic),Fiber optic,49,100.6,5069.65,Male,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
3191-CSNMG,No,Month-to-month,Electronic check,Fiber optic,3,80.7,239.45,Female,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes
3192-LNKRK,No,Month-to-month,Mailed check,Fiber optic,34,84.05,2909.95,Male,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes
3192-NQECA,Yes,Two year,Bank transfer (automatic),Fiber optic,68,110.0,7611.85,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
3194-ORPIK,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,50,84.4,4116.15,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes
3195-TQDZX,No,Month-to-month,Electronic check,No,3,20.25,61.45,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3196-NVXLZ,No,Month-to-month,Mailed check,Fiber optic,25,84.6,2088.05,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
3197-ARFOY,No,Month-to-month,Mailed check,Fiber optic,19,105.0,2007.25,Female,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
3197-NNYNB,No,Two year,Credit card (automatic),Fiber optic,65,105.1,6631.85,Male,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
3198-VELRD,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,3,84.75,264.85,Female,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
3199-NPKCN,No,One year,Electronic check,Fiber optic,67,111.25,7511.65,Female,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3199-XGZCY,No,Month-to-month,Electronic check,Fiber optic,8,75.25,576.7,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
3200-MNQTF,No,Two year,Credit card (automatic),DSL,67,70.9,4677.1,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
3205-MXZRA,No,One year,Credit card (automatic),DSL,26,59.45,1507.0,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
3207-OYBWH,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,57,95.25,5427.05,Male,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
3208-YPIOE,Yes,Month-to-month,Electronic check,Fiber optic,39,75.25,3017.65,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,No
3209-ZPKFI,No,Month-to-month,Electronic check,DSL,47,54.25,2538.2,Male,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
3211-AAPKX,No,Month-to-month,Mailed check,Fiber optic,20,98.55,2031.95,Male,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
3211-ILJTT,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,17,70.4,1214.05,Male,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes
3212-KXOCR,No,Two year,Bank transfer (automatic),No,52,21.0,1107.2,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3213-VVOLG,No,Two year,Mailed check,No,0,25.35,,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3214-IYUUQ,No,One year,Bank transfer (automatic),Fiber optic,61,93.7,5860.7,Female,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No
3217-FZDMN,Yes,Month-to-month,Credit card (automatic),Fiber optic,8,94.45,742.95,Female,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes
3219-JQRSL,No,Two year,Credit card (automatic),DSL,72,89.1,6352.4,Female,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3221-CJMSG,No,Month-to-month,Credit card (automatic),DSL,24,51.1,1269.6,Male,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
3223-DWFIO,No,Month-to-month,Electronic check,Fiber optic,4,69.35,261.65,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,No
3223-WZWJM,Yes,Month-to-month,Electronic check,Fiber optic,26,83.95,2254.2,Male,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
3224-DFQNQ,No,One year,Electronic check,Fiber optic,66,89.0,5898.6,Female,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
3227-WLKLI,No,Two year,Bank transfer (automatic),DSL,65,91.55,5963.95,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3229-USWAR,No,One year,Bank transfer (automatic),DSL,34,79.95,2727.3,Female,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
3230-IUALN,No,Two year,Mailed check,DSL,45,81.0,3533.6,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
3230-JCNZS,No,Two year,Credit card (automatic),Fiber optic,71,99.0,7061.65,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
3230-WYKIR,Yes,One year,Credit card (automatic),DSL,18,82.0,1425.45,Male,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
3234-VKACU,No,Month-to-month,Electronic check,DSL,2,70.3,132.4,Male,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
3235-ETOOB,Yes,Month-to-month,Electronic check,Fiber optic,8,74.5,609.9,Male,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
3237-AJGEH,Yes,Month-to-month,Mailed check,DSL,3,31.0,95.05,Female,No,Yes,Yes,No,No phone service,No,No,No,Yes,No,No,Yes
3239-TPHPZ,No,Two year,Electronic check,No,12,20.05,264.55,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
3243-ZHOHY,No,One year,Mailed check,No,16,20.1,296.15,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3244-CQPHU,No,Two year,Bank transfer (automatic),Fiber optic,72,110.1,7746.7,Female,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3244-DCJWY,Yes,Month-to-month,Electronic check,Fiber optic,1,70.25,70.25,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
3247-MHJKM,No,Month-to-month,Mailed check,No,1,20.2,20.2,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3247-ZVOUO,Yes,Month-to-month,Electronic check,Fiber optic,10,85.55,851.75,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No
3249-VHRIP,No,Two year,Credit card (automatic),DSL,62,43.6,2748.7,Female,No,No,No,No,No phone service,No,Yes,Yes,No,No,Yes,Yes
3249-ZPQRG,Yes,Month-to-month,Electronic check,Fiber optic,4,78.45,330.05,Male,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
3251-YMVWZ,No,One year,Bank transfer (automatic),No,53,24.05,1301.9,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3253-HKOKL,No,One year,Electronic check,Fiber optic,52,100.3,5244.45,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No
3254-YRILK,Yes,Month-to-month,Electronic check,Fiber optic,19,88.2,1775.8,Male,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
3255-GRXMG,No,Month-to-month,Credit card (automatic),DSL,18,45.65,747.2,Male,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes
3256-EZDBI,No,Month-to-month,Credit card (automatic),DSL,51,29.45,1459.35,Male,Yes,Yes,No,No,No phone service,No,Yes,No,No,No,No,Yes
3258-SANFR,No,Month-to-month,Credit card (automatic),DSL,6,44.7,276.5,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,No
3258-SYSWS,No,Two year,Bank transfer (automatic),Fiber optic,72,113.8,7845.8,Male,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3258-ZKPAI,No,Two year,Bank transfer (automatic),Fiber optic,72,116.6,8337.45,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3259-FDWOY,Yes,Two year,Bank transfer (automatic),Fiber optic,71,106.0,7723.7,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
3259-KNMRR,No,Two year,Bank transfer (automatic),DSL,57,79.75,4438.2,Male,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
3259-QMXUN,No,Two year,Electronic check,DSL,58,86.1,4890.5,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3261-CQXOL,No,Two year,Bank transfer (automatic),No,71,25.45,1813.35,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3262-EIDHV,No,Two year,Credit card (automatic),DSL,72,84.7,5893.9,Female,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
3266-FTKHB,No,Two year,Mailed check,No,17,19.15,343.45,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3269-ATYWD,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,39,95.65,3759.05,Male,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
3272-VUHPV,No,Month-to-month,Bank transfer (automatic),DSL,8,56.3,401.5,Female,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
3274-NSDWE,No,Two year,Credit card (automatic),No,68,19.6,1441.65,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
